6Y5ODP|FK18OA|3568300|19|00-23|PUBLIC
6Y5ODP|FK18OA|3568300|43|00-23|PUBLIC
6Y5ODP|FK18OA|3568300|54|00-23|PUBLIC
6Y5ODP|FK18OA|7068200|19|00-23|PUBLIC
6Y5ODP|FK18OA|7068200|43|00-23|PUBLIC
6Y5ODP|FK18OA|7068200|54|00-23|PUBLIC
6Y5ODP|FK18OA|10346600|19|00-23|PUBLIC
6Y5ODP|FK18OA|10346600|43|00-23|PUBLIC
6Y5ODP|FK18OA|10346600|54|00-23|PUBLIC
6Y5ODP|FK18OA|14102100|19|00-23|PUBLIC
6Y5ODP|FK18OA|14102100|43|00-23|PUBLIC
6Y5ODP|FK18OA|14102100|54|00-23|PUBLIC
8P6BWS|GK03ED|3647000|19|00-23|PUBLIC
8P6BWS|GK03ED|3647000|43|00-23|PUBLIC
8P6BWS|GK03ED|3647000|54|00-23|PUBLIC
8P6BWS|GK03ED|7092000|19|00-23|PUBLIC
8P6BWS|GK03ED|7092000|43|00-23|PUBLIC
8P6BWS|GK03ED|7092000|54|00-23|PUBLIC
8P6BWS|GK03ED|10147500|19|00-23|PUBLIC
8P6BWS|GK03ED|10147500|43|00-23|PUBLIC
8P6BWS|GK03ED|10147500|54|00-23|PUBLIC
8P6BWS|GK03ED|14118000|19|00-23|PUBLIC
8P6BWS|GK03ED|14118000|43|00-23|PUBLIC
8P6BWS|GK03ED|14118000|54|00-23|PUBLIC
8P6BWS|GK03ED|18098100|19|00-23|PUBLIC
8P6BWS|GK03ED|18098100|43|00-23|PUBLIC
8P6BWS|GK03ED|18098100|54|00-23|PUBLIC
8RG79|GJ06UM|3587200|54|00-23|PUBLIC
8RG79|GJ06UM|7068200|54|00-23|PUBLIC
8RG79|GJ06UM|10147000|54|00-23|PUBLIC
8RG79|GJ06UM|14087300|54|00-23|PUBLIC
8RG79|GJ06UM|18109200|54|00-23|PUBLIC
AB1DR|EM26VD|7064000|53|00-23|PUBLIC
AB1DR|EM26VD|7101500|54|00-23|PUBLIC
AB4NW|EM73WT|3594500|43|00-23|PUBLIC
AB4NW|EM73WT|3594500|54|00-23|PUBLIC
AB4NW|EM73WT|7103000|43|00-23|PUBLIC
AB4NW|EM73WT|7103000|54|00-23|PUBLIC
AB4NW|EM73WT|28140000|43|00-23|PUBLIC
AB4NW|EM73WT|28140000|54|00-23|PUBLIC
AB4NX|EM74SL|3588500|16|00-23|PUBLIC
AB4NX|EM74SL|3588500|43|00-23|PUBLIC
AB4NX|EM74SL|3588500|54|00-23|PUBLIC
AB4NX|EM74SL|7103000|16|00-23|PUBLIC
AB4NX|EM74SL|7103000|43|00-23|PUBLIC
AB4NX|EM74SL|7103000|54|00-23|PUBLIC
AB4NX|EM74SL|28134000|16|00-23|PUBLIC
AB4NX|EM74SL|28134000|43|00-23|PUBLIC
AB4NX|EM74SL|28134000|54|00-23|PUBLIC
AB7AA|DM42KH|3589000|16|00-23|EMCOMM
AB7AA|DM42KH|3589000|43|00-23|EMCOMM
AB7AA|DM42KH|3589000|50|00-23|EMCOMM
AB7AA|DM42KH|7103400|16|00-23|EMCOMM
AB7AA|DM42KH|7103400|43|00-23|EMCOMM
AB7AA|DM42KH|7103400|50|00-23|EMCOMM
AB7AA|DM42KH|10146500|16|00-23|EMCOMM
AB7AA|DM42KH|10146500|43|00-23|EMCOMM
AB7AA|DM42KH|10146500|50|00-23|EMCOMM
AC8NP|EN81JC|3587000|54|00-23|PUBLIC
AC8NP|EN81JC|7103300|54|00-23|PUBLIC
AD5EO|EM34QN|7096000|41|00-23|PUBLIC
AD5EO|EM34QN|7096000|53|00-23|PUBLIC
AD5EO|EM34QN|7103000|43|00-23|PUBLIC
AD5EO|EM34QN|7103000|50|00-23|PUBLIC
AD5HM|EM53OK|3592500|50|00-23|PUBLIC
AE5ME-13|EM26BA|3596500|50|00-23|PUBLIC
AE5ME-13|EM26BA|7101500|50|00-23|PUBLIC
AF9W|CN87TW|3587500|50|00-16|PUBLIC
AF9W|CN87TW|7101500|50|00-16|PUBLIC
AF9W|CN87TW|10147500|50|00-16|PUBLIC
AG7MM|DN32CM|3588000|16|00-23|PUBLIC
AG7MM|DN32CM|3588000|54|00-23|PUBLIC
AG7MM|DN32CM|7103500|16|00-23|PUBLIC
AG7MM|DN32CM|7103500|54|00-23|PUBLIC
AG7MM|DN32CM|14102000|16|00-23|PUBLIC
AG7MM|DN32CM|14102000|54|00-23|PUBLIC
AH6VF|BL11DI|3593500|43|00-23|PUBLIC
AH6VF|BL11DI|3593500|50|00-23|PUBLIC
AH6VF|BL11DI|7101300|43|00-23|PUBLIC
AH6VF|BL11DI|7101300|50|00-23|PUBLIC
AH6VF|BL11DI|7107200|41|00-23|PUBLIC
AH6VF|BL11DI|7107200|53|00-23|PUBLIC
AH6VF|BL11DI|10141500|43|00-23|PUBLIC
AH6VF|BL11DI|10141500|50|00-23|PUBLIC
AH7L|BL02HB|3586500|50|00-23|PUBLIC
AH7L|BL02HB|7101300|43|00-23|PUBLIC
AH7L|BL02HB|7101300|50|00-23|PUBLIC
AH7L|BL02HB|7109500|53|00-23|PUBLIC
AH7L|BL02HB|10148500|53|00-23|PUBLIC
AH7L|BL02HB|14102500|43|00-23|PUBLIC
AH7L|BL02HB|14102500|50|00-23|PUBLIC
AJ4GU|EM83AL|7089500|41|00-23|PUBLIC
AJ4GU|EM83AL|7103800|13|00-23|PUBLIC
AJ4GU|EM83AL|7103800|50|00-23|PUBLIC
AJ7C|DM04TA|3597000|13|00-23|PUBLIC
AJ7C|DM04TA|3597000|43|00-23|PUBLIC
AJ7C|DM04TA|3597000|54|00-23|PUBLIC
AJ7C|DM04TA|7102000|13|00-23|PUBLIC
AJ7C|DM04TA|7102000|43|00-23|PUBLIC
AJ7C|DM04TA|7102000|54|00-23|PUBLIC
AJ7C|DM04TA|14108000|13|00-23|PUBLIC
AJ7C|DM04TA|14108000|43|00-23|PUBLIC
AJ7C|DM04TA|14108000|54|00-23|PUBLIC
AK4SK|EM60VL|3570000|41|23-14|PUBLIC
AK4SK|EM60VL|3570000|53|23-14|PUBLIC
AK4SK|EM60VL|3591000|43|23-14|PUBLIC
AK4SK|EM60VL|3591000|50|23-14|PUBLIC
AK4SK|EM60VL|7064000|41|00-23|PUBLIC
AK4SK|EM60VL|7064000|53|00-23|PUBLIC
AK4SK|EM60VL|7102700|43|00-23|PUBLIC
AK4SK|EM60VL|7102700|50|00-23|PUBLIC
AK4SK|EM60VL|10130000|41|10-07|PUBLIC
AK4SK|EM60VL|10130000|53|10-07|PUBLIC
AK4SK|EM60VL|10146850|43|10-07|PUBLIC
AK4SK|EM60VL|10146850|50|10-07|PUBLIC
AK4SK|EM60VL|14065000|41|12-02|PUBLIC
AK4SK|EM60VL|14065000|53|12-02|PUBLIC
AK4SK|EM60VL|14103500|43|12-02|PUBLIC
AK4SK|EM60VL|14103500|50|12-02|PUBLIC
AL0R|EN11TH|3595000|16|00-23|PUBLIC
AL0R|EN11TH|3595000|50|00-23|PUBLIC
AL0R|EN11TH|7102000|16|00-23|PUBLIC
AL0R|EN11TH|7102000|50|00-23|PUBLIC
AL0R|EN11TH|10142000|16|00-23|PUBLIC
AL0R|EN11TH|10142000|50|00-23|PUBLIC
BD4OS|PM17BM|3597000|17|23-13|PUBLIC
BD4OS|PM17BM|5363000|17|00-23|PUBLIC
BD4OS|PM17BM|7094000|17|00-23|PUBLIC
BD4OS|PM17BM|10147000|17|23-13|PUBLIC
BD4OS|PM17BM|14115000|17|23-13|PUBLIC
BD4OS|PM17BM|18109500|17|23-13|PUBLIC
BD4OS|PM17BM|21110000|17|23-13|PUBLIC
BX2AI|PL05SA|7128000|50|00-23|PUBLIC
BX2AI|PL05SA|10138000|50|00-23|PUBLIC
BX2AI|PL05SA|14111000|50|00-23|PUBLIC
BX2AI|PL05SA|21125000|50|00-23|PUBLIC
BX2AI|PL05SA|28420000|50|00-23|PUBLIC
CB3WLK|FF46RM|14105000|50|00-23|PUBLIC
CT1CPS|IM59NE|3610100|13|00-23|PUBLIC
CT1CPS|IM59NE|3610100|50|00-23|PUBLIC
CT1CPS|IM59NE|7046000|13|00-23|PUBLIC
CT1CPS|IM59NE|7046000|50|00-23|PUBLIC
CT1CPS|IM59NE|10144500|13|00-23|PUBLIC
CT1CPS|IM59NE|10144500|50|00-23|PUBLIC
CT1CPS|IM59NE|14105000|13|00-23|PUBLIC
CT1CPS|IM59NE|14105000|50|00-23|PUBLIC
CT1CPS|IM59NE|18107000|13|00-23|PUBLIC
CT1CPS|IM59NE|18107000|50|00-23|PUBLIC
CT1CPS|IM59NE|21105000|13|00-23|PUBLIC
CT1CPS|IM59NE|21105000|50|00-23|PUBLIC
CT1CPS|IM59NE|24924000|13|00-23|PUBLIC
CT1CPS|IM59NE|24924000|50|00-23|PUBLIC
DA5UDI|JO30QJ|7051800|17|00-23|PUBLIC
DA5UDI|JO30QJ|7051800|43|00-23|PUBLIC
DA5UDI|JO30QJ|7051800|50|00-23|PUBLIC
DA5UDI|JO30QJ|14094900|12|00-23|PUBLIC
DA5UDI|JO30QJ|14094900|41|00-23|PUBLIC
DA5UDI|JO30QJ|14094900|53|00-23|PUBLIC
DA5UDI|JO30QJ|14102400|17|00-23|PUBLIC
DA5UDI|JO30QJ|14102400|43|00-23|PUBLIC
DA5UDI|JO30QJ|14102400|50|00-23|PUBLIC
DA5UDI|JO30QJ|14108900|17|00-23|PUBLIC
DA5UDI|JO30QJ|14108900|43|00-23|PUBLIC
DA5UDI|JO30QJ|14108900|50|00-23|PUBLIC
DA5UDI|JO30QJ|14110400|17|00-23|PUBLIC
DA5UDI|JO30QJ|14110400|43|00-23|PUBLIC
DA5UDI|JO30QJ|14110400|50|00-23|PUBLIC
DA5UDK|JO40FF|3592500|54|17-05|PUBLIC
DA5UDK|JO40FF|3602500|54|17-05|PUBLIC
DA5UDK|JO40FF|7047500|54|00-23|PUBLIC
DA5UDK|JO40FF|7051500|54|00-23|PUBLIC
DA5UDK|JO40FF|14092500|54|06-19|PUBLIC
DA5UDK|JO40FF|14102500|54|06-19|PUBLIC
DA5UDK|JO40FF|14107500|54|06-19|PUBLIC
